Ref,Original ref,Date,IP,Update type,Technical cookies,Statistics cookies,Profiling cookies
1596630275337,1596630255087,2020-08-05 12:24:38,5.77.106.137,ACCEPT BUTTON,1,1,1
1596630656836,1596630632612,2020-08-05 12:30:52,124.191.128.235,ACCEPT BUTTON,1,1,1
1596634535491,1596634533976,2020-08-05 13:35:35,74.66.206.129,ACCEPT BUTTON,1,1,1
1596640206043,1596640203854,2020-08-05 15:10:06,151.63.45.30,ACCEPT BUTTON,1,1,1
1596644785951,1596644770996,2020-08-05 16:26:26,76.169.32.205,ACCEPT BUTTON,1,1,1
1596646263470,1596646258969,2020-08-05 16:51:03,81.100.168.202,Cancel BUTTON,1,0,0
1596646814545,1596646810752,2020-08-05 17:00:14,62.18.136.38,ACCEPT BUTTON,1,1,1
1596653668196,1596653666471,2020-08-05 18:54:30,2.35.216.219,ACCEPT BUTTON,1,1,1
1596698164710,1596698156559,2020-08-06 07:16:05,78.27.156.106,ACCEPT BUTTON,1,1,1
1596700244983,1596700243185,2020-08-06 07:50:46,84.17.38.140,ACCEPT BUTTON,1,1,1
1596725735571,1596725734226,2020-08-06 14:55:39,87.17.247.101,ACCEPT BUTTON,1,1,1
1596726218970,1596726216737,2020-08-06 15:03:39,185.82.168.9,ACCEPT BUTTON,1,1,1
1596726478008,1596726475676,2020-08-06 15:07:58,212.171.4.10,ACCEPT BUTTON,1,1,1
1596726802510,1596726800420,2020-08-06 15:13:22,201.52.192.110,ACCEPT BUTTON,1,1,1
1596727187352,1596727184267,2020-08-06 15:19:48,176.87.12.12,Cancel BUTTON,1,0,0
1596727365983,1596727363822,2020-08-06 15:22:46,62.19.196.1,ACCEPT BUTTON,1,1,1
1596727571634,1596727567719,2020-08-06 15:26:11,49.183.61.32,ACCEPT BUTTON,1,1,1
1596727772297,1596727770592,2020-08-06 15:29:32,5.178.93.248,ACCEPT BUTTON,1,1,1
1596728443373,1596728442212,2020-08-06 15:40:45,51.179.112.199,ACCEPT BUTTON,1,1,1
1596729057906,1596729056136,2020-08-06 15:50:58,62.19.83.103,ACCEPT BUTTON,1,1,1
1596729694397,1596729684569,2020-08-06 16:01:29,5.170.240.156,ACCEPT BUTTON,1,1,1
1596730777356,1596730745756,2020-08-06 16:19:37,87.13.201.248,ACCEPT BUTTON,1,1,1
1596731819452,1596731817797,2020-08-06 16:37:00,83.149.172.6,ACCEPT BUTTON,1,1,1
1596732804349,1596732803154,2020-08-06 16:53:25,77.32.35.175,ACCEPT BUTTON,1,1,1
1596735837362,1596735836269,2020-08-06 17:43:57,151.34.225.229,ACCEPT BUTTON,1,1,1
1596736628694,1596736626688,2020-08-06 17:57:08,93.71.110.132,ACCEPT BUTTON,1,1,1
1596738067037,1596738063206,2020-08-06 18:21:07,88.148.230.159,ACCEPT BUTTON,1,1,1
1596740460253,1596740449881,2020-08-06 19:01:02,151.61.13.4,ACCEPT BUTTON,1,1,1
1596741228531,1596741224741,2020-08-06 19:13:49,95.235.127.204,ACCEPT BUTTON,1,1,1
1596745854842,1596745846214,2020-08-06 20:30:56,109.113.152.190,ACCEPT BUTTON,1,1,1
1596751997789,1596751995456,2020-08-06 22:14:59,158.148.98.110,ACCEPT BUTTON,1,1,1
1596752225714,1596752221852,2020-08-06 22:17:52,2.35.184.177,ACCEPT BUTTON,1,1,1
1596754813441,1596754810954,2020-08-06 22:52:52,62.19.180.149,Cancel BUTTON,1,0,0
1596761989564,1596761982464,2020-08-07 00:59:50,104.32.234.12,ACCEPT BUTTON,1,1,1
1596763509651,1596763504758,2020-08-07 01:25:11,79.144.82.74,Cancel BUTTON,1,0,0
1596778050728,1596778044638,2020-08-07 05:27:39,5.169.254.38,Cancel BUTTON,1,0,0
1596782394995,1596782392871,2020-08-07 06:39:56,5.90.151.188,ACCEPT BUTTON,1,1,1
1596788299939,1596788290217,2020-08-07 08:18:20,110.54.210.187,ACCEPT BUTTON,1,1,1
1596788913543,1596788910546,2020-08-07 08:28:33,177.32.80.22,ACCEPT BUTTON,1,1,1
1596805692464,1596804746488,2020-08-07 13:08:13,79.1.76.240,ACCEPT BUTTON,1,1,1
1596823950184,1596823948051,2020-08-07 18:12:30,88.146.238.131,ACCEPT BUTTON,1,1,1
1596826193093,1596826191826,2020-08-07 18:49:53,151.40.137.145,ACCEPT BUTTON,1,1,1
1596904367178,1596904364603,2020-08-08 16:32:47,176.201.49.108,ACCEPT BUTTON,1,1,1
1596913737150,1596913731664,2020-08-08 19:08:57,81.100.168.202,Cancel BUTTON,1,0,0
1596966321312,1596966319825,2020-08-09 09:45:24,5.179.157.253,ACCEPT BUTTON,1,1,1
1596967534216,1596967528330,2020-08-09 10:05:34,151.34.230.182,Cancel BUTTON,1,0,0
1596967595128,1596967591351,2020-08-09 10:06:35,5.171.24.241,ACCEPT BUTTON,1,1,1
1596968680393,1596968673374,2020-08-09 10:24:41,5.102.8.100,Cancel BUTTON,1,0,0
1596969317458,1596969315327,2020-08-09 10:35:17,151.29.169.230,ACCEPT BUTTON,1,1,1
1596969514766,1596969513579,2020-08-09 10:38:36,62.19.192.217,ACCEPT BUTTON,1,1,1
1596969557565,1596969553524,2020-08-09 10:39:19,47.53.159.141,Cancel BUTTON,1,0,0
1596970092997,1596970090080,2020-08-09 10:48:14,95.246.40.112,Cancel BUTTON,1,0,0
1596971589941,1596971585687,2020-08-09 11:13:10,82.52.82.78,ACCEPT BUTTON,1,1,1
1596973907075,1596973901432,2020-08-09 11:51:47,176.201.86.12,ACCEPT BUTTON,1,1,1
1596974172954,1596973860760,2020-08-09 11:56:13,87.7.129.103,Cancel BUTTON,1,0,0
1596975260537,1596975256579,2020-08-09 12:15:28,151.18.203.72,ACCEPT BUTTON,1,1,1
1596975356296,1596975354004,2020-08-09 12:17:03,151.18.203.72,ACCEPT BUTTON,1,1,1
1596976826576,1596976821091,2020-08-09 12:38:47,37.160.57.230,ACCEPT BUTTON,1,1,1
1596992268314,1596992267180,2020-08-09 16:57:51,5.90.155.70,ACCEPT BUTTON,1,1,1
1596994592045,1596994005251,2020-08-09 17:36:32,151.68.194.183,Cancel BUTTON,1,0,0
1597000696036,1597000692539,2020-08-09 19:18:16,5.171.24.241,ACCEPT BUTTON,1,1,1
1597008740699,1597008736888,2020-08-09 21:32:21,79.31.181.242,Cancel BUTTON,1,0,0
1597009782538,1597009779307,2020-08-09 21:49:43,151.35.216.72,ACCEPT BUTTON,1,1,1
1597050545547,1597050537783,2020-08-10 09:09:08,109.113.219.251,Cancel BUTTON,1,0,0
1597058095557,1597058093384,2020-08-10 11:14:57,79.26.206.179,ACCEPT BUTTON,1,1,1
1597064089161,1597064078930,2020-08-10 12:54:49,151.63.63.251,ACCEPT BUTTON,1,1,1
1597070148496,1597070107410,2020-08-10 14:35:48,93.65.183.34,ACCEPT BUTTON,1,1,1
1597070582573,1597070581022,2020-08-10 14:42:59,37.162.85.52,ACCEPT BUTTON,1,1,1
1597070667864,1597070666065,2020-08-10 14:44:28,2.39.107.211,ACCEPT BUTTON,1,1,1
1597092399414,1597092384328,2020-08-10 20:46:41,79.51.68.223,Cancel BUTTON,1,0,0
1597098170024,1597098165565,2020-08-10 22:22:51,108.212.244.54,ACCEPT BUTTON,1,1,1
1597136644701,1597136639561,2020-08-11 09:04:05,188.26.199.47,ACCEPT BUTTON,1,1,1
1597154714924,1597154712765,2020-08-11 14:05:15,109.118.92.67,ACCEPT BUTTON,1,1,1
1597169276770,1597169273781,2020-08-11 18:07:57,79.33.82.115,ACCEPT BUTTON,1,1,1
1597179156031,1597179150335,2020-08-11 20:52:34,173.66.152.116,ACCEPT BUTTON,1,1,1
1597214402709,1597214393830,2020-08-12 06:40:03,79.27.227.184,ACCEPT BUTTON,1,1,1
1597336375160,1597336096522,2020-08-13 16:32:56,151.52.203.102,ACCEPT BUTTON,1,1,1
1597337318013,1597337315743,2020-08-13 16:48:40,185.144.75.202,ACCEPT BUTTON,1,1,1
1597523273091,1597523270516,2020-08-15 20:27:53,212.97.52.215,Cancel BUTTON,1,0,0
1597550747586,1597550744709,2020-08-16 04:05:48,108.212.244.54,ACCEPT BUTTON,1,1,1
1597587496475,1597587493523,2020-08-16 14:18:17,31.4.209.243,ACCEPT BUTTON,1,1,1
1597591552503,1597591544869,2020-08-16 15:25:52,2.44.203.147,ACCEPT BUTTON,1,1,1
1597638910977,1597638901944,2020-08-17 04:35:12,5.90.15.213,Cancel BUTTON,1,0,0
1597673968914,1597673966369,2020-08-17 14:19:29,109.117.143.31,ACCEPT BUTTON,1,1,1
1597684943481,1597684941502,2020-08-17 17:22:24,47.60.46.84,ACCEPT BUTTON,1,1,1
1597690657748,1597690656218,2020-08-17 18:57:39,37.159.61.202,ACCEPT BUTTON,1,1,1
1597692467870,1597692455599,2020-08-17 19:27:49,37.130.219.12,ACCEPT BUTTON,1,1,1
1597738827789,1597738825193,2020-08-18 08:20:28,5.89.167.9,ACCEPT BUTTON,1,1,1
1597740193497,1597740191546,2020-08-18 08:43:14,151.41.134.203,ACCEPT BUTTON,1,1,1
1597760069004,1597760067630,2020-08-18 14:14:29,37.163.136.53,ACCEPT BUTTON,1,1,1
1597782145553,1597782143086,2020-08-18 20:22:27,151.29.95.232,ACCEPT BUTTON,1,1,1
1597784816227,1597784807093,2020-08-18 21:06:56,151.61.10.253,ACCEPT BUTTON,1,1,1
1597787156387,1597787074017,2020-08-18 21:45:58,190.18.182.95,ACCEPT BUTTON,1,1,1
1597789753156,1597789750041,2020-08-18 22:29:14,152.170.247.194,Cancel BUTTON,1,0,0
1597791360092,1597791356658,2020-08-18 22:56:01,190.18.182.95,Cancel BUTTON,1,0,0
1597825233887,1597825229912,2020-08-19 08:20:34,151.41.134.203,Cancel BUTTON,1,0,0
1597834309406,1597834300784,2020-08-19 10:51:49,85.59.17.26,Cancel BUTTON,1,0,0
1597835091222,1597835089059,2020-08-19 11:04:52,151.81.176.7,ACCEPT BUTTON,1,1,1
1597843268096,1597843265687,2020-08-19 13:21:08,151.63.41.251,Cancel BUTTON,1,0,0
1597852436024,1597852434826,2020-08-19 15:53:57,5.11.123.84,ACCEPT BUTTON,1,1,1
1597852892351,1597852891249,2020-08-19 16:01:33,87.20.200.183,ACCEPT BUTTON,1,1,1
1597933259742,1597933256821,2020-08-20 14:21:01,82.50.118.52,ACCEPT BUTTON,1,1,1
1597937038472,1597937034857,2020-08-20 15:23:07,94.36.116.176,ACCEPT BUTTON,1,1,1
1597940511667,1597940506228,2020-08-20 16:21:52,93.34.223.211,ACCEPT BUTTON,1,1,1
1597949679243,1597949676891,2020-08-20 18:54:39,83.138.201.184,ACCEPT BUTTON,1,1,1
1597956400849,1597956397947,2020-08-20 20:46:41,37.162.184.122,ACCEPT BUTTON,1,1,1
1597962187896,1597962185123,2020-08-20 22:23:07,37.164.242.169,ACCEPT BUTTON,1,1,1
1597968555776,1597968554137,2020-08-21 00:09:14,93.34.139.128,ACCEPT BUTTON,1,1,1
1598015928811,1598015919203,2020-08-21 13:18:50,176.200.47.32,Cancel BUTTON,1,0,0
1598084268836,1598084246834,2020-08-22 08:17:49,151.46.131.11,ACCEPT BUTTON,1,1,1
1598086271514,1598086268493,2020-08-22 08:51:11,79.24.254.202,ACCEPT BUTTON,1,1,1
1598114610226,1598114608328,2020-08-22 16:43:31,176.201.175.161,ACCEPT BUTTON,1,1,1
1598192924072,1598192923041,2020-08-23 14:28:45,79.1.76.240,ACCEPT BUTTON,1,1,1
1598209545444,1598209542097,2020-08-23 19:05:46,37.162.160.189,Cancel BUTTON,1,0,0
1598257941519,1598257937071,2020-08-24 08:32:21,151.63.41.251,Cancel BUTTON,1,0,0
1598258163816,1598258158789,2020-08-24 08:36:04,212.77.177.15,Cancel BUTTON,1,0,0
1598283913103,1598283909357,2020-08-24 15:45:13,151.57.175.56,Cancel BUTTON,1,0,0
1598287139521,1598287135792,2020-08-24 16:38:59,95.247.222.106,ACCEPT BUTTON,1,1,1
1598294713353,1598294710382,2020-08-24 18:45:13,62.19.146.179,ACCEPT BUTTON,1,1,1
1598295687838,1598295685949,2020-08-24 19:01:28,79.30.127.116,ACCEPT BUTTON,1,1,1
1598295847782,1598295843972,2020-08-24 19:04:09,37.160.244.94,ACCEPT BUTTON,1,1,1
1598296370902,1598296367295,2020-08-24 19:12:51,37.77.122.101,Cancel BUTTON,1,0,0
1598296823865,1598296820397,2020-08-24 19:21:49,87.10.181.130,ACCEPT BUTTON,1,1,1
1598301203468,1598301200517,2020-08-24 20:33:24,93.34.232.196,ACCEPT BUTTON,1,1,1
1598301387931,1598301386600,2020-08-24 20:36:28,87.21.95.248,ACCEPT BUTTON,1,1,1
1598302557293,1598302555549,2020-08-24 20:55:58,151.34.168.162,ACCEPT BUTTON,1,1,1
1598302599670,1598302597404,2020-08-24 20:56:39,109.118.100.111,ACCEPT BUTTON,1,1,1
1598302877662,1598302861280,2020-08-24 21:01:19,93.34.84.15,ACCEPT BUTTON,1,1,1
1598360974068,1598360972202,2020-08-25 13:08:36,94.36.122.69,ACCEPT BUTTON,1,1,1
1598364646984,1598364641856,2020-08-25 14:10:47,176.88.135.237,Cancel BUTTON,1,0,0
1598364781396,1598364774153,2020-08-25 14:13:04,82.8.172.223,ACCEPT BUTTON,1,1,1
1598364993478,1598364981221,2020-08-25 14:16:33,39.46.51.216,ACCEPT BUTTON,1,1,1
1598402798336,1598402771184,2020-08-25 14:18:17,171.76.231.129,Cancel BUTTON,1,0,0
1598365249314,1598365242343,2020-08-25 14:20:50,156.209.133.143,ACCEPT BUTTON,1,1,1
1598365326111,1598365324974,2020-08-25 14:22:06,46.19.85.51,ACCEPT BUTTON,1,1,1
1598365407214,1598365404717,2020-08-25 14:23:27,105.160.37.33,Cancel BUTTON,1,0,0
1598365444517,1598365433882,2020-08-25 14:24:04,23.116.252.107,Cancel BUTTON,1,0,0
1598365474908,1598365470084,2020-08-25 14:24:34,41.244.224.175,ACCEPT BUTTON,1,1,1
1598365500044,1598365496141,2020-08-25 14:24:45,111.88.62.25,ACCEPT BUTTON,1,1,1
1598365566388,1598365529093,2020-08-25 14:26:06,188.226.172.116,Cancel BUTTON,1,0,0
1598365633927,1598365628582,2020-08-25 14:27:14,217.131.78.226,ACCEPT BUTTON,1,1,1
1598365681793,1598365678893,2020-08-25 14:28:02,73.123.70.92,ACCEPT BUTTON,1,1,1
1598365762917,1598365613136,2020-08-25 14:29:23,82.165.251.80,ACCEPT BUTTON,1,1,1
1598416325613,1598416307644,2020-08-25 14:32:26,103.82.14.67,ACCEPT BUTTON,1,1,1
1598366071477,1598366044248,2020-08-25 14:34:31,202.136.70.70,Cancel BUTTON,1,0,0
1598366261998,1598366251277,2020-08-25 14:37:40,81.213.245.161,ACCEPT BUTTON,1,1,1
1598366324646,1598366302246,2020-08-25 14:38:47,85.153.237.215,ACCEPT BUTTON,1,1,1
1598366344843,1598366333250,2020-08-25 14:39:04,51.235.157.91,ACCEPT BUTTON,1,1,1
1598366459636,1598366456848,2020-08-25 14:39:30,88.229.119.158,ACCEPT BUTTON,1,1,1
1598366502268,1598366490493,2020-08-25 14:41:44,88.238.188.144,ACCEPT BUTTON,1,1,1
1598366608394,1598366596966,2020-08-25 14:43:30,49.35.83.202,ACCEPT BUTTON,1,1,1
1598366733558,1598366730545,2020-08-25 14:45:34,51.39.61.246,Cancel BUTTON,1,0,0
1598366814206,1598366808000,2020-08-25 14:46:51,88.251.245.21,Cancel BUTTON,1,0,0
1598366878184,1598366875071,2020-08-25 14:47:59,185.236.202.132,Cancel BUTTON,1,0,0
1598366900940,1598366858869,2020-08-25 14:48:20,178.170.156.125,ACCEPT BUTTON,1,1,1
1598366969066,1598366966131,2020-08-25 14:49:29,37.72.47.160,ACCEPT BUTTON,1,1,1
1598367080272,1598367072627,2020-08-25 14:51:21,37.111.134.230,ACCEPT BUTTON,1,1,1
1598367146287,1598367142440,2020-08-25 14:52:29,185.213.170.251,ACCEPT BUTTON,1,1,1
1598367204714,1598367192196,2020-08-25 14:53:25,85.99.177.170,ACCEPT BUTTON,1,1,1
1598367336218,1598367332774,2020-08-25 14:55:32,176.88.30.113,ACCEPT BUTTON,1,1,1
1598367518111,1598367513584,2020-08-25 14:58:42,160.177.196.227,ACCEPT BUTTON,1,1,1
1598367614960,1598367583067,2020-08-25 15:00:15,157.45.90.129,ACCEPT BUTTON,1,1,1
1598367790515,1598367772946,2020-08-25 15:01:30,131.255.54.5,ACCEPT BUTTON,1,1,1
1598367979442,1598367959758,2020-08-25 15:06:21,140.213.146.223,ACCEPT BUTTON,1,1,1
1598367990753,1598367983958,2020-08-25 15:06:29,101.255.119.246,ACCEPT BUTTON,1,1,1
1598367991031,1598367986520,2020-08-25 15:06:33,196.249.98.4,ACCEPT BUTTON,1,1,1
1598368049950,1598368031871,2020-08-25 15:07:30,103.35.210.69,ACCEPT BUTTON,1,1,1
1598368211694,1598368203992,2020-08-25 15:10:11,180.190.183.55,Cancel BUTTON,1,0,0
1598368235065,1598368217173,2020-08-25 15:10:36,41.246.27.80,Cancel BUTTON,1,0,0
1598368238002,1598368199183,2020-08-25 15:10:39,78.178.125.94,ACCEPT BUTTON,1,1,1
1598368259548,1598368248586,2020-08-25 15:11:01,197.42.154.60,ACCEPT BUTTON,1,1,1
1598367900516,1598367888324,2020-08-25 15:12:01,51.178.5.201,ACCEPT BUTTON,1,1,1
1598368429539,1598368422569,2020-08-25 15:13:49,103.141.200.148,Cancel BUTTON,1,0,0
1598368569578,1598368566524,2020-08-25 15:16:11,46.196.201.68,Cancel BUTTON,1,0,0
1598368659587,1598368644367,2020-08-25 15:18:43,47.9.31.164,ACCEPT BUTTON,1,1,1
1598369040155,1598369037310,2020-08-25 15:23:59,39.45.242.97,ACCEPT BUTTON,1,1,1
1598369128377,1598369116194,2020-08-25 15:25:28,185.106.30.27,Cancel BUTTON,1,0,0
1598369150867,1598369144655,2020-08-25 15:25:30,78.190.198.195,ACCEPT BUTTON,1,1,1
1598369241210,1598369237812,2020-08-25 15:27:22,160.178.143.159,Cancel BUTTON,1,0,0
1598369287542,1598369278657,2020-08-25 15:28:08,197.185.103.167,ACCEPT BUTTON,1,1,1
1598369371996,1598369191162,2020-08-25 15:29:34,27.61.1.181,Cancel BUTTON,1,0,0
1598326312393,1598326297599,2020-08-25 15:29:52,42.201.182.144,ACCEPT BUTTON,1,1,1
1598369392809,1598369389662,2020-08-25 15:29:54,213.166.128.97,Cancel BUTTON,1,0,0
1598369402168,1598369399035,2020-08-25 15:30:02,185.244.155.46,ACCEPT BUTTON,1,1,1
1598369435801,1598369434046,2020-08-25 15:30:36,111.119.178.144,ACCEPT BUTTON,1,1,1
1598369504409,1598369490405,2020-08-25 15:31:45,88.234.20.117,Cancel BUTTON,1,0,0
1598369530133,1598369526076,2020-08-25 15:32:11,77.30.96.18,ACCEPT BUTTON,1,1,1
1598369905225,1598369901166,2020-08-25 15:32:32,176.240.100.232,Cancel BUTTON,1,0,0
1598369586520,1598369583149,2020-08-25 15:32:44,78.169.187.183,ACCEPT BUTTON,1,1,1
1598369687216,1598369653081,2020-08-25 15:33:24,59.152.108.57,ACCEPT BUTTON,1,1,1
1598369625690,1598369618319,2020-08-25 15:33:49,78.190.74.144,ACCEPT BUTTON,1,1,1
1598369641042,1598369575141,2020-08-25 15:34:01,47.247.200.153,ACCEPT BUTTON,1,1,1
1598369718195,1598369714198,2020-08-25 15:35:18,51.210.0.103,ACCEPT BUTTON,1,1,1
1598369919241,1598369891376,2020-08-25 15:38:40,184.22.52.240,ACCEPT BUTTON,1,1,1
1598370050319,1598370044733,2020-08-25 15:40:51,2.49.236.179,ACCEPT BUTTON,1,1,1
1598370107066,1598370105479,2020-08-25 15:41:47,5.45.136.62,Cancel BUTTON,1,0,0
1598427952410,1598427940734,2020-08-25 15:46:11,125.167.181.6,Cancel BUTTON,1,0,0
1598370385969,1598370373596,2020-08-25 15:46:27,157.42.191.216,ACCEPT BUTTON,1,1,1
1598370417944,1598370414818,2020-08-25 15:46:54,92.253.84.39,ACCEPT BUTTON,1,1,1
1598370807998,1598370795274,2020-08-25 15:53:29,105.66.6.126,Cancel BUTTON,1,0,0
1598370920702,1598370919043,2020-08-25 15:55:20,103.255.5.249,ACCEPT BUTTON,1,1,1
1598370982940,1598370974024,2020-08-25 15:56:24,177.247.100.45,ACCEPT BUTTON,1,1,1
1598370969450,1598370948749,2020-08-25 15:56:29,157.48.47.31,ACCEPT BUTTON,1,1,1
1598371042250,1598371009777,2020-08-25 15:57:23,157.35.248.164,ACCEPT BUTTON,1,1,1
1598371057083,1598371056908,2020-08-25 15:57:39,85.153.235.39,ACCEPT BUTTON,1,1,1
1598371123287,1598371109121,2020-08-25 15:58:43,157.32.178.179,ACCEPT BUTTON,1,1,1
1598371178094,1598371156631,2020-08-25 15:59:38,47.247.113.114,ACCEPT BUTTON,1,1,1
1598371183006,1598371172661,2020-08-25 15:59:42,181.94.138.145,ACCEPT BUTTON,1,1,1
1598371221681,1598371213536,2020-08-25 16:00:21,111.88.110.201,ACCEPT BUTTON,1,1,1
1598371327468,1598371323681,2020-08-25 16:02:08,62.201.240.35,Cancel BUTTON,1,0,0
1598371364120,1598371356047,2020-08-25 16:02:43,78.180.12.245,Cancel BUTTON,1,0,0
1598371298426,1598371295821,2020-08-25 16:02:45,179.52.3.34,ACCEPT BUTTON,1,1,1
1598371391051,1598371375499,2020-08-25 16:03:11,49.35.16.109,ACCEPT BUTTON,1,1,1
1598371595194,1598371593771,2020-08-25 16:06:35,186.220.241.160,ACCEPT BUTTON,1,1,1
1598371825826,1598371820221,2020-08-25 16:10:26,95.70.250.119,Cancel BUTTON,1,0,0
1598371907298,1598371905641,2020-08-25 16:11:57,88.228.0.251,Cancel BUTTON,1,0,0
1598371948209,1598371945267,2020-08-25 16:12:28,95.5.19.88,ACCEPT BUTTON,1,1,1
1598371960683,1598371948395,2020-08-25 16:12:38,89.238.135.2,ACCEPT BUTTON,1,1,1
1598371991391,1598371986428,2020-08-25 16:13:11,95.13.61.107,Cancel BUTTON,1,0,0
1598372057300,1598372052404,2020-08-25 16:14:17,36.79.138.216,ACCEPT BUTTON,1,1,1
1598372092812,1598372090647,2020-08-25 16:14:52,190.141.201.145,Cancel BUTTON,1,0,0
1598372200161,1598372037587,2020-08-25 16:16:40,81.4.126.63,Cancel BUTTON,1,0,0
1598372274471,1598372260980,2020-08-25 16:17:53,194.54.52.255,ACCEPT BUTTON,1,1,1
1598372433306,1598372430969,2020-08-25 16:20:32,120.188.82.206,Cancel BUTTON,1,0,0
1598372435252,1598372430263,2020-08-25 16:20:37,88.227.232.192,ACCEPT BUTTON,1,1,1
1598372461518,1598372449655,2020-08-25 16:20:54,181.177.14.165,ACCEPT BUTTON,1,1,1
1598372488004,1598372476330,2020-08-25 16:21:29,110.136.219.198,Cancel BUTTON,1,0,0
1597511492905,1597511441364,2020-08-25 16:21:52,78.177.60.23,Cancel BUTTON,1,0,0
1598372616377,1598372613717,2020-08-25 16:23:36,203.76.222.106,ACCEPT BUTTON,1,1,1
1598373019624,1598373010667,2020-08-25 16:24:52,139.192.155.244,Cancel BUTTON,1,0,0
1598372720379,1598372566190,2020-08-25 16:25:20,91.106.45.111,ACCEPT BUTTON,1,1,1
1598376398196,1598376382888,2020-08-25 16:26:44,83.66.226.39,ACCEPT BUTTON,1,1,1
1598373002722,1598372993892,2020-08-25 16:30:04,78.174.34.251,ACCEPT BUTTON,1,1,1
1598373011750,1598373000566,2020-08-25 16:30:10,179.7.226.78,Cancel BUTTON,1,0,0
1598373064782,1598373059794,2020-08-25 16:30:15,188.54.157.217,Cancel BUTTON,1,0,0
1598373101737,1598373087853,2020-08-25 16:31:42,114.125.31.50,ACCEPT BUTTON,1,1,1
1598373114064,1598373108180,2020-08-25 16:31:53,109.175.107.24,ACCEPT BUTTON,1,1,1
1598373141610,1598373136568,2020-08-25 16:32:21,36.69.2.190,Cancel BUTTON,1,0,0
1598373150463,1598373131759,2020-08-25 16:32:33,181.39.120.237,Cancel BUTTON,1,0,0
1598373592753,1598373582817,2020-08-25 16:37:06,179.127.97.3,Cancel BUTTON,1,0,0
1598373483075,1598373461199,2020-08-25 16:38:03,103.141.60.66,ACCEPT BUTTON,1,1,1
1598373512380,1598373503498,2020-08-25 16:38:27,154.70.213.44,ACCEPT BUTTON,1,1,1
1598373470617,1598373456145,2020-08-25 16:39:48,78.175.38.8,Cancel BUTTON,1,0,0
1598373588224,1598373577397,2020-08-25 16:39:49,191.187.194.71,ACCEPT BUTTON,1,1,1
1598373636907,1598373634400,2020-08-25 16:40:37,218.102.55.40,ACCEPT BUTTON,1,1,1
1598373960226,1598373952544,2020-08-25 16:46:00,119.160.116.143,ACCEPT BUTTON,1,1,1
1598373987757,1598373976118,2020-08-25 16:46:28,78.173.98.145,ACCEPT BUTTON,1,1,1
1598374070299,1598374055446,2020-08-25 16:47:50,88.231.142.131,ACCEPT BUTTON,1,1,1
1598402724478,1598402720049,2020-08-25 16:47:58,112.204.170.134,Cancel BUTTON,1,0,0
1598374111116,1598374106547,2020-08-25 16:48:31,141.136.15.115,Cancel BUTTON,1,0,0
1598374145490,1598374129507,2020-08-25 16:49:05,157.35.243.211,ACCEPT BUTTON,1,1,1
1598374160180,1598374157138,2020-08-25 16:49:21,111.119.187.29,Cancel BUTTON,1,0,0
1598374168718,1598374151887,2020-08-25 16:49:29,47.247.37.49,ACCEPT BUTTON,1,1,1
1598374314541,1598374312292,2020-08-25 16:51:55,186.136.67.49,Cancel BUTTON,1,0,0
1598374318261,1598374305823,2020-08-25 16:51:58,46.4.252.181,Cancel BUTTON,1,0,0
